id,gid,x,y,dir_x,dir_y,radius,time
9,0,171.945297,-107.337090,0.328987,0.298514,2.000000,50.000000
0,0,209.133377,10.267257,0.307741,0.149018,2.000000,50.250000
1,0,171.995285,127.970810,0.204246,0.211517,2.000000,50.250000
2,0,71.189232,200.390350,0.072853,0.229536,2.000000,50.250000
3,0,-51.513691,200.031387,0.195148,0.332770,2.000000,50.250000
4,0,-151.764908,127.733521,0.057079,0.180439,2.000000,50.250000
5,0,-189.513855,10.028117,0.049032,0.214891,2.000000,50.250000
6,0,-151.133652,-106.958679,0.079848,0.159464,2.000000,50.250000
7,0,-51.573254,-180.225845,0.051465,0.389412,2.000000,50.250000
8,0,71.935402,-180.742004,0.370093,0.103218,2.000000,50.250000
9,0,171.953690,-107.329361,0.033572,0.030907,2.000000,50.250000
0,0,209.167938,10.342162,0.138268,0.299620,2.000000,50.500000
1,0,172.053650,128.063232,0.233467,0.369714,2.000000,50.500000
2,0,71.227531,200.411240,0.153192,0.083550,2.000000,50.500000
3,0,-51.429634,200.126038,0.336220,0.378603,2.000000,50.500000
4,0,-151.677048,127.831146,0.351465,0.390513,2.000000,50.500000
5,0,-189.425415,10.088189,0.353785,0.240289,2.000000,50.500000
6,0,-151.090073,-106.881927,0.174294,0.307015,2.000000,50.500000
7,0,-51.487679,-180.195297,0.342308,0.122222,2.000000,50.500000
8,0,71.959282,-180.681747,0.095520,0.241027,2.000000,50.500000
9,0,171.973068,-107.322556,0.077516,0.027227,2.000000,50.500000
0,0,209.259796,10.400279,0.367430,0.232467,2.000000,50.750000
1,0,172.146942,128.148026,0.373146,0.339189,2.000000,50.750000
2,0,71.229080,200.509689,0.006195,0.393819,2.000000,50.750000
3,0,-51.407665,200.220581,0.087869,0.378189,2.000000,50.750000
4,0,-151.580185,127.881371,0.387434,0.200891,2.000000,50.750000
5,0,-189.386307,10.113688,0.156451,0.101992,2.000000,50.750000
6,0,-151.051559,-106.809227,0.154067,0.290807,2.000000,50.750000
7,0,-51.450851,-180.170563,0.147311,0.098964,2.000000,50.750000
8,0,71.976112,-180.603149,0.067334,0.314403,2.000000,50.750000
9,0,171.982681,-107.301224,0.038466,0.085316,2.000000,50.750000
0,0,209.271774,10.407535,0.047902,0.029021,2.000000,51.000000
1,0,172.239227,128.173996,0.369120,0.103871,2.000000,51.000000
2,0,71.229271,200.561340,0.000768,0.206597,2.000000,51.000000
3,0,-51.357868,200.256317,0.199182,0.142965,2.000000,51.000000
4,0,-151.497925,127.948380,0.329070,0.268025,2.000000,51.000000
5,0,-189.351746,10.172340,0.138223,0.234613,2.000000,51.000000
6,0,-151.005295,-106.774956,0.185082,0.137094,2.000000,51.000000
7,0,-51.416492,-180.098114,0.137434,0.289768,2.000000,51.000000
8,0,72.005859,-180.576859,0.118986,0.105149,2.000000,51.000000
9,0,172.028961,-107.292015,0.185095,0.036837,2.000000,51.000000
0,0,209.313538,10.442930,0.167031,0.141582,2.000000,51.250000
1,0,172.336456,128.271408,0.388905,0.389621,2.000000,51.250000
2,0,71.258751,200.564560,0.117911,0.012859,2.000000,51.250000
3,0,-51.324875,200.295471,0.131967,0.156634,2.000000,51.250000
4,0,-151.458694,128.015900,0.156916,0.270089,2.000000,51.250000
5,0,-189.280762,10.262540,0.283934,0.360798,2.000000,51.250000
6,0,-150.971970,-106.692619,0.133323,0.329341,2.000000,51.250000
7,0,-51.359745,-180.089828,0.226994,0.033157,2.000000,51.250000
8,0,72.095123,-180.511658,0.357069,0.260820,2.000000,51.250000
9,0,172.114578,-107.254044,0.342441,0.151874,2.000000,51.250000
0,0,209.370224,10.505454,0.226760,0.250095,2.000000,51.500000
1,0,172.375702,128.321457,0.156993,0.200196,2.000000,51.500000
2,0,71.335396,200.568726,0.306584,0.016634,2.000000,51.500000
3,0,-51.228703,200.337128,0.384690,0.166618,2.000000,51.500000
4,0,-151.400406,128.046967,0.233177,0.124276,2.000000,51.500000
5,0,-189.256577,10.290438,0.096717,0.111593,2.000000,51.500000
6,0,-150.968613,-106.673164,0.013412,0.077821,2.000000,51.500000
7,0,-51.330940,-180.013611,0.115220,0.304841,2.000000,51.500000
8,0,72.133766,-180.499542,0.154583,0.048490,2.000000,51.500000
9,0,172.170364,-107.180542,0.223130,0.294012,2.000000,51.500000
0,0,209.442627,10.549397,0.289621,0.175773,2.000000,51.750000
1,0,172.376587,128.378693,0.003544,0.228972,2.000000,51.750000
2,0,71.427124,200.603745,0.366912,0.140066,2.000000,51.750000
3,0,-51.164375,200.413956,0.257305,0.307304,2.000000,51.750000
4,0,-151.387421,128.122269,0.051929,0.301229,2.000000,51.750000
5,0,-189.253510,10.340307,0.012294,0.199476,2.000000,51.750000
6,0,-150.869232,-106.589745,0.397531,0.333689,2.000000,51.750000
7,0,-51.281197,-180.002792,0.198977,0.043298,2.000000,51.750000
8,0,72.184250,-180.435287,0.201932,0.257020,2.000000,51.750000
9,0,172.268280,-107.133263,0.391691,0.189107,2.000000,51.750000
0,0,209.481033,10.625432,0.153614,0.304138,2.000000,52.000000
1,0,172.442276,128.396912,0.262748,0.072906,2.000000,52.000000
2,0,71.450455,200.616104,0.093308,0.049417,2.000000,52.000000
3,0,-51.073513,200.453217,0.363447,0.157056,2.000000,52.000000
4,0,-151.304337,128.154892,0.332332,0.130484,2.000000,52.000000
5,0,-189.213776,10.387712,0.158940,0.189622,2.000000,52.000000
6,0,-150.858673,-106.510223,0.042263,0.318075,2.000000,52.000000
7,0,-51.182259,-179.979019,0.395747,0.095083,2.000000,52.000000
8,0,72.208778,-180.341537,0.098101,0.375004,2.000000,52.000000
9,0,172.310089,-107.079582,0.167209,0.214707,2.000000,52.000000
0,0,209.490570,10.696259,0.038149,0.283305,2.000000,52.250000
1,0,172.459244,128.482437,0.067845,0.342120,2.000000,52.250000
2,0,71.457924,200.637329,0.029888,0.084884,2.000000,52.250000
3,0,-51.060516,200.532288,0.051984,0.316272,2.000000,52.250000
4,0,-151.240036,128.254623,0.257232,0.398896,2.000000,52.250000
5,0,-189.161697,10.480233,0.208309,0.370083,2.000000,52.250000
6,0,-150.807068,-106.424133,0.206434,0.344352,2.000000,52.250000
7,0,-51.149929,-179.923706,0.129315,0.221260,2.000000,52.250000
8,0,72.260872,-180.280441,0.208367,0.244373,2.000000,52.250000
9,0,172.357574,-106.994064,0.189967,0.342083,2.000000,52.250000
0,0,209.567596,10.784740,0.308085,0.353928,2.000000,52.500000
1,0,172.520615,128.550919,0.245472,0.273925,2.000000,52.500000
2,0,71.521324,200.667801,0.253611,0.121916,2.000000,52.500000
3,0,-51.028606,200.579468,0.127639,0.188748,2.000000,52.500000
4,0,-151.236542,128.333755,0.013956,0.316533,2.000000,52.500000
5,0,-189.126205,10.537615,0.141941,0.229526,2.000000,52.500000
6,0,-150.712311,-106.419365,0.379036,0.019088,2.000000,52.500000
7,0,-51.057793,-179.901657,0.368549,0.088216,2.000000,52.500000
8,0,72.267509,-180.242386,0.026556,0.152234,2.000000,52.500000
9,0,172.388718,-106.930588,0.124543,0.253911,2.000000,52.500000
0,0,209.649292,10.869030,0.326800,0.337158,2.000000,52.750000
1,0,172.556442,128.567017,0.143306,0.064377,2.000000,52.750000
2,0,71.541489,200.742065,0.080643,0.297084,2.000000,52.750000
3,0,-50.957771,200.627991,0.283337,0.194077,2.000000,52.750000
4,0,-151.198380,128.342453,0.152639,0.034814,2.000000,52.750000
5,0,-189.058960,10.619271,0.268968,0.326626,2.000000,52.750000
6,0,-150.619675,-106.354240,0.370559,0.260501,2.000000,52.750000
7,0,-50.992241,-179.813522,0.262199,0.352552,2.000000,52.750000
8,0,72.269073,-180.157288,0.006252,0.340420,2.000000,52.750000
9,0,172.466354,-106.849754,0.310554,0.323327,2.000000,52.750000
0,0,209.695724,10.936725,0.185728,0.270777,2.000000,53.000000
1,0,172.609207,128.578949,0.211044,0.047736,2.000000,53.000000
2,0,71.562904,200.804337,0.085677,0.249057,2.000000,53.000000
3,0,-50.916935,200.638260,0.163349,0.041102,2.000000,53.000000
4,0,-151.114334,128.417572,0.336176,0.300476,2.000000,53.000000
5,0,-188.992111,10.710700,0.267396,0.365716,2.000000,53.000000
6,0,-150.600906,-106.307457,0.075084,0.187132,2.000000,53.000000
7,0,-50.928947,-179.780365,0.253170,0.132619,2.000000,53.000000
8,0,72.276680,-180.067551,0.030440,0.358970,2.000000,53.000000
9,0,172.493622,-106.811913,0.109079,0.151368,2.000000,53.000000
0,0,209.729568,10.968395,0.135352,0.126681,2.000000,53.250000
1,0,172.647476,128.623398,0.153092,0.177804,2.000000,53.250000
2,0,71.602638,200.843933,0.158928,0.158402,2.000000,53.250000
3,0,-50.871410,200.712997,0.182103,0.298928,2.000000,53.250000
4,0,-151.097626,128.473724,0.066807,0.224613,2.000000,53.250000
5,0,-188.951355,10.799293,0.163049,0.354371,2.000000,53.250000
6,0,-150.536697,-106.226959,0.256861,0.322006,2.000000,53.250000
7,0,-50.862492,-179.740219,0.265829,0.160614,2.000000,53.250000
8,0,72.307213,-179.989883,0.122132,0.310674,2.000000,53.250000
9,0,172.524063,-106.735092,0.121781,0.307278,2.000000,53.250000
0,0,209.802063,10.995841,0.289953,0.109782,2.000000,53.500000
1,0,172.647797,128.625443,0.001292,0.008204,2.000000,53.500000
2,0,71.686905,200.876724,0.337071,0.131185,2.000000,53.500000
3,0,-50.797543,200.769852,0.295465,0.227413,2.000000,53.500000
4,0,-151.034973,128.519760,0.250635,0.184128,2.000000,53.500000
5,0,-188.884079,10.801660,0.269111,0.009470,2.000000,53.500000
6,0,-150.489807,-106.157890,0.187555,0.276279,2.000000,53.500000
7,0,-50.789509,-179.684036,0.291938,0.224705,2.000000,53.500000
8,0,72.385460,-179.898193,0.312989,0.366763,2.000000,53.500000
9,0,172.612274,-106.650795,0.352821,0.337197,2.000000,53.500000
0,0,209.827179,11.086436,0.100471,0.362380,2.000000,53.750000
1,0,172.726761,128.646729,0.315832,0.085139,2.000000,53.750000
2,0,71.718826,200.899017,0.127682,0.089159,2.000000,53.750000
3,0,-50.709023,200.773880,0.354079,0.016084,2.000000,53.750000
4,0,-150.976700,128.616150,0.233089,0.385556,2.000000,53.750000
5,0,-188.854355,10.810291,0.118907,0.034526,2.000000,53.750000
6,0,-150.462967,-106.095581,0.107383,0.249231,2.000000,53.750000
7,0,-50.692207,-179.625046,0.389211,0.235941,2.000000,53.750000
8,0,72.420639,-179.801849,0.140714,0.385406,2.000000,53.750000
9,0,172.655533,-106.575516,0.173014,0.301131,2.000000,53.750000
0,0,209.906540,11.153816,0.317448,0.269521,2.000000,54.000000
1,0,172.825119,128.674347,0.393427,0.110484,2.000000,54.000000
2,0,71.798599,200.923889,0.319083,0.099513,2.000000,54.000000
3,0,-50.615177,200.799545,0.375374,0.102674,2.000000,54.000000
4,0,-150.914078,128.702438,0.250503,0.345163,2.000000,54.000000
5,0,-188.795181,10.823551,0.236682,0.053038,2.000000,54.000000
6,0,-150.368774,-106.062416,0.376744,0.132671,2.000000,54.000000
7,0,-50.640274,-179.540131,0.207731,0.339654,2.000000,54.000000
8,0,72.461700,-179.714432,0.164242,0.349684,2.000000,54.000000
9,0,172.666901,-106.529419,0.045482,0.184396,2.000000,54.000000
0,0,209.963882,11.213100,0.229385,0.237138,2.000000,54.250000
1,0,172.914352,128.688858,0.356927,0.058049,2.000000,54.250000
2,0,71.872345,200.948395,0.294972,0.097999,2.000000,54.250000
3,0,-50.547211,200.843307,0.271868,0.175037,2.000000,54.250000
4,0,-150.909332,128.786789,0.019004,0.337374,2.000000,54.250000
5,0,-188.752029,10.891105,0.172626,0.270216,2.000000,54.250000
6,0,-150.337967,-106.061737,0.123243,0.002716,2.000000,54.250000
7,0,-50.591515,-179.512909,0.195042,0.108894,2.000000,54.250000
8,0,72.467110,-179.666260,0.021649,0.192710,2.000000,54.250000
9,0,172.716415,-106.481155,0.198045,0.193055,2.000000,54.250000
0,0,210.007004,11.259933,0.172459,0.187333,2.000000,54.500000
1,0,172.954926,128.689957,0.162265,0.004399,2.000000,54.500000
2,0,71.941177,200.972916,0.275338,0.098089,2.000000,54.500000
3,0,-50.517208,200.939590,0.120016,0.385110,2.000000,54.500000
4,0,-150.886444,128.876724,0.091574,0.359765,2.000000,54.500000
5,0,-188.720474,10.927218,0.126209,0.144457,2.000000,54.500000
6,0,-150.282379,-105.967651,0.222333,0.376335,2.000000,54.500000
7,0,-50.576893,-179.478561,0.058481,0.137396,2.000000,54.500000
8,0,72.471069,-179.583023,0.015851,0.332947,2.000000,54.500000
9,0,172.727585,-106.452682,0.044695,0.113893,2.000000,54.500000
0,0,210.064545,11.313220,0.230148,0.213145,2.000000,54.750000
1,0,172.978867,128.775803,0.095746,0.343383,2.000000,54.750000
2,0,72.030914,200.982635,0.358961,0.038871,2.000000,54.750000
3,0,-50.491283,201.026886,0.103702,0.349162,2.000000,54.750000
4,0,-150.789062,128.877060,0.389555,0.001323,2.000000,54.750000
5,0,-188.686096,10.927448,0.137536,0.000919,2.000000,54.750000
6,0,-150.224625,-105.900101,0.231015,0.270205,2.000000,54.750000
7,0,-50.487629,-179.458099,0.357055,0.081825,2.000000,54.750000
8,0,72.495293,-179.493378,0.096879,0.358564,2.000000,54.750000
9,0,172.750107,-106.432411,0.090094,0.081081,2.000000,54.750000
0,0,210.093292,11.331517,0.114989,0.073190,2.000000,55.000000
1,0,173.060730,128.780731,0.327451,0.019688,2.000000,55.000000
2,0,72.040115,200.993454,0.036803,0.043285,2.000000,55.000000
3,0,-50.459156,201.107498,0.128502,0.322456,2.000000,55.000000
4,0,-150.707031,128.974777,0.328141,0.390857,2.000000,55.000000
5,0,-188.641251,10.971797,0.179356,0.177395,2.000000,55.000000
6,0,-150.133163,-105.889717,0.365866,0.041532,2.000000,55.000000
7,0,-50.467899,-179.434555,0.078912,0.094159,2.000000,55.000000
8,0,72.508385,-179.400116,0.052353,0.373061,2.000000,55.000000
9,0,172.772034,-106.384956,0.087722,0.189826,2.000000,55.000000
0,0,210.096619,11.383243,0.013314,0.206901,2.000000,55.250000
1,0,173.133820,128.848740,0.292330,0.272006,2.000000,55.250000
2,0,72.048370,201.090179,0.033028,0.386892,2.000000,55.250000
3,0,-50.455772,201.144348,0.013528,0.147428,2.000000,55.250000
4,0,-150.672546,129.054489,0.137968,0.318820,2.000000,55.250000
5,0,-188.620926,11.001798,0.081277,0.120003,2.000000,55.250000
6,0,-150.124008,-105.866997,0.036596,0.090896,2.000000,55.250000
7,0,-50.410759,-179.390625,0.228562,0.175724,2.000000,55.250000
8,0,72.529427,-179.357544,0.084161,0.170310,2.000000,55.250000
9,0,172.842422,-106.370232,0.281573,0.058894,2.000000,55.250000
0,0,210.167465,11.396417,0.283381,0.052697,2.000000,55.500000
1,0,173.209015,128.884628,0.300787,0.143530,2.000000,55.500000
2,0,72.054672,201.154984,0.025198,0.259196,2.000000,55.500000
3,0,-50.360134,201.182632,0.382551,0.153128,2.000000,55.500000
4,0,-150.575714,129.111038,0.387305,0.226179,2.000000,55.500000
5,0,-188.576126,11.054434,0.179176,0.210543,2.000000,55.500000
6,0,-150.100403,-105.777336,0.094407,0.358648,2.000000,55.500000
7,0,-50.344517,-179.310547,0.264964,0.320293,2.000000,55.500000
8,0,72.599617,-179.307953,0.280760,0.198381,2.000000,55.500000
9,0,172.900391,-106.299477,0.231898,0.283016,2.000000,55.500000
0,0,210.232742,11.494237,0.261105,0.391282,2.000000,55.750000
1,0,173.237991,128.918228,0.115930,0.134394,2.000000,55.750000
2,0,72.100082,201.165009,0.181629,0.040078,2.000000,55.750000
3,0,-50.306011,201.213120,0.216493,0.121967,2.000000,55.750000
4,0,-150.479752,129.135986,0.383857,0.099777,2.000000,55.750000
5,0,-188.537308,11.071517,0.155245,0.068331,2.000000,55.750000
6,0,-150.041840,-105.768150,0.234278,0.036741,2.000000,55.750000
7,0,-50.245441,-179.224976,0.396301,0.342304,2.000000,55.750000
8,0,72.615234,-179.253922,0.062458,0.216149,2.000000,55.750000
9,0,172.952805,-106.222443,0.209664,0.308151,2.000000,55.750000
0,0,210.328018,11.563762,0.381134,0.278098,2.000000,56.000000
1,0,173.323334,128.945023,0.341356,0.107189,2.000000,56.000000
2,0,72.177574,201.202164,0.309973,0.148595,2.000000,56.000000
3,0,-50.242695,201.297913,0.253261,0.339145,2.000000,56.000000
4,0,-150.468781,129.220490,0.043877,0.338012,2.000000,56.000000
5,0,-188.536118,11.169306,0.004780,0.391155,2.000000,56.000000
6,0,-150.016006,-105.757362,0.103360,0.043144,2.000000,56.000000
7,0,-50.183979,-179.154770,0.245849,0.280800,2.000000,56.000000
8,0,72.666748,-179.243500,0.206044,0.041690,2.000000,56.000000
9,0,172.962906,-106.216339,0.040380,0.024428,2.000000,56.000000
0,0,210.328583,11.648973,0.002280,0.340847,2.000000,56.250000
1,0,173.419144,128.949677,0.383253,0.018600,2.000000,56.250000
2,0,72.228149,201.209152,0.202293,0.027965,2.000000,56.250000
3,0,-50.210236,201.387436,0.129842,0.358107,2.000000,56.250000
4,0,-150.378464,129.253754,0.361253,0.133048,2.000000,56.250000
5,0,-188.466644,11.200310,0.277874,0.124017,2.000000,56.250000
6,0,-149.955643,-105.739983,0.241436,0.069524,2.000000,56.250000
7,0,-50.133324,-179.147858,0.202615,0.027660,2.000000,56.250000
8,0,72.676811,-179.228363,0.040242,0.060575,2.000000,56.250000
9,0,173.060715,-106.140678,0.391231,0.302636,2.000000,56.250000
0,0,210.376343,11.659736,0.191038,0.043050,2.000000,56.500000
1,0,173.498657,129.014023,0.318068,0.257371,2.000000,56.500000
2,0,72.322395,201.225342,0.376971,0.064784,2.000000,56.500000
3,0,-50.194862,201.425735,0.061490,0.153220,2.000000,56.500000
4,0,-150.374527,129.267761,0.015718,0.056012,2.000000,56.500000
5,0,-188.448044,11.272189,0.074399,0.287519,2.000000,56.500000
6,0,-149.923325,-105.720413,0.129284,0.078291,2.000000,56.500000
7,0,-50.101887,-179.060257,0.125741,0.350382,2.000000,56.500000
8,0,72.763222,-179.151733,0.345631,0.306549,2.000000,56.500000
9,0,173.133514,-106.040718,0.291195,0.399826,2.000000,56.500000
0,0,210.475159,11.667444,0.395250,0.030834,2.000000,56.750000
1,0,173.583984,129.104446,0.341291,0.361718,2.000000,56.750000
2,0,72.336624,201.281372,0.056911,0.224109,2.000000,56.750000
3,0,-50.106743,201.447708,0.352480,0.087863,2.000000,56.750000
4,0,-150.368866,129.366318,0.022665,0.394255,2.000000,56.750000
5,0,-188.394516,11.363786,0.214114,0.366385,2.000000,56.750000
6,0,-149.825684,-105.709717,0.390547,0.042795,2.000000,56.750000
7,0,-50.062675,-179.001114,0.156844,0.236593,2.000000,56.750000
8,0,72.807442,-179.133347,0.176888,0.073536,2.000000,56.750000
9,0,173.177444,-105.965645,0.175737,0.300289,2.000000,56.750000
0,0,210.572906,11.757663,0.390990,0.360875,2.000000,57.000000
1,0,173.647247,129.204346,0.253036,0.399619,2.000000,57.000000
2,0,72.376091,201.351959,0.157863,0.282319,2.000000,57.000000
3,0,-50.069950,201.467224,0.147178,0.078055,2.000000,57.000000
4,0,-150.348480,129.418411,0.081525,0.208371,2.000000,57.000000
5,0,-188.384750,11.386518,0.039053,0.090929,2.000000,57.000000
6,0,-149.735657,-105.688629,0.360122,0.084354,2.000000,57.000000
7,0,-49.998478,-178.923401,0.256789,0.310831,2.000000,57.000000
8,0,72.855560,-179.062225,0.192463,0.284465,2.000000,57.000000
9,0,173.209412,-105.902138,0.127881,0.254041,2.000000,57.000000
0,0,210.576721,11.839273,0.015260,0.326445,2.000000,57.250000
1,0,173.701248,129.261642,0.215988,0.229195,2.000000,57.250000
2,0,72.455460,201.447739,0.317478,0.383141,2.000000,57.250000
3,0,-50.022297,201.509506,0.190619,0.169158,2.000000,57.250000
4,0,-150.293076,129.464523,0.221648,0.184420,2.000000,57.250000
5,0,-188.310669,11.431703,0.296350,0.180738,2.000000,57.250000
6,0,-149.707062,-105.643608,0.114359,0.180069,2.000000,57.250000
7,0,-49.940872,-178.834915,0.230427,0.353954,2.000000,57.250000
8,0,72.887177,-179.007629,0.126470,0.218397,2.000000,57.250000
9,0,173.266586,-105.898613,0.228724,0.014105,2.000000,57.250000
0,0,210.591904,11.883084,0.060735,0.175242,2.000000,57.500000
1,0,173.752319,129.317581,0.204263,0.223742,2.000000,57.500000
2,0,72.510780,201.536774,0.221287,0.356132,2.000000,57.500000
3,0,-50.017754,201.510910,0.018178,0.005600,2.000000,57.500000
4,0,-150.234970,129.516617,0.232421,0.208398,2.000000,57.500000
5,0,-188.271103,11.525097,0.158275,0.373578,2.000000,57.500000
6,0,-149.699142,-105.588379,0.031695,0.220903,2.000000,57.500000
7,0,-49.854061,-178.776367,0.347250,0.234209,2.000000,57.500000
8,0,72.979660,-179.001007,0.369921,0.026470,2.000000,57.500000
9,0,173.347321,-105.819168,0.322930,0.317768,2.000000,57.500000
0,0,210.675598,11.927544,0.334755,0.177838,2.000000,57.750000
1,0,173.782791,129.369308,0.121881,0.206898,2.000000,57.750000
2,0,72.591827,201.561295,0.324182,0.098071,2.000000,57.750000
3,0,-49.925121,201.589142,0.370524,0.312950,2.000000,57.750000
4,0,-150.162354,129.593109,0.290462,0.305950,2.000000,57.750000
5,0,-188.260117,11.577231,0.043971,0.208539,2.000000,57.750000
6,0,-149.601974,-105.573479,0.388650,0.059591,2.000000,57.750000
7,0,-49.796986,-178.700226,0.228298,0.304548,2.000000,57.750000
8,0,72.987885,-178.937546,0.032888,0.253866,2.000000,57.750000
9,0,173.416183,-105.735207,0.275479,0.335861,2.000000,57.750000
0,0,210.728409,11.940515,0.211222,0.051882,2.000000,58.000000
1,0,173.874924,129.454498,0.368544,0.340774,2.000000,58.000000
2,0,72.675499,201.633179,0.334685,0.287509,2.000000,58.000000
3,0,-49.855442,201.682632,0.278715,0.373989,2.000000,58.000000
4,0,-150.153152,129.623367,0.036808,0.121003,2.000000,58.000000
5,0,-188.201965,11.632735,0.232626,0.222015,2.000000,58.000000
6,0,-149.517792,-105.532295,0.336759,0.164727,2.000000,58.000000
7,0,-49.749058,-178.678314,0.191717,0.087670,2.000000,58.000000
8,0,73.011810,-178.846161,0.095708,0.365526,2.000000,58.000000
9,0,173.461121,-105.706985,0.179766,0.112870,2.000000,58.000000
0,0,210.783890,12.036912,0.221898,0.385590,2.000000,58.250000
1,0,173.913147,129.484085,0.152911,0.118363,2.000000,58.250000
2,0,72.712807,201.676529,0.149231,0.173383,2.000000,58.250000
3,0,-49.779961,201.716904,0.301926,0.137082,2.000000,58.250000
4,0,-150.138275,129.687424,0.059521,0.256198,2.000000,58.250000
5,0,-188.117920,11.702173,0.336176,0.277754,2.000000,58.250000
6,0,-149.483932,-105.440720,0.135408,0.366297,2.000000,58.250000
7,0,-49.706127,-178.621613,0.171723,0.226787,2.000000,58.250000
8,0,73.046638,-178.755280,0.139300,0.363512,2.000000,58.250000
9,0,173.470291,-105.675446,0.036676,0.126171,2.000000,58.250000
0,0,210.838577,12.133595,0.218750,0.386729,2.000000,58.500000
1,0,173.960449,129.509506,0.189239,0.101695,2.000000,58.500000
2,0,72.758293,201.752182,0.181937,0.302622,2.000000,58.500000
3,0,-49.719147,201.812637,0.243256,0.382947,2.000000,58.500000
4,0,-150.067444,129.709625,0.283300,0.088820,2.000000,58.500000
5,0,-188.114746,11.755192,0.012669,0.212075,2.000000,58.500000
6,0,-149.435165,-105.422615,0.195080,0.072428,2.000000,58.500000
7,0,-49.667034,-178.570465,0.156369,0.204605,2.000000,58.500000
8,0,73.133469,-178.684204,0.347327,0.284292,2.000000,58.500000
9,0,173.481964,-105.638702,0.046714,0.146958,2.000000,58.500000
0,0,210.838882,12.146564,0.001251,0.051881,2.000000,58.750000
1,0,174.035217,129.601974,0.299074,0.369870,2.000000,58.750000
2,0,72.792709,201.834259,0.137657,0.328292,2.000000,58.750000
3,0,-49.685104,201.882019,0.136170,0.277536,2.000000,58.750000
4,0,-150.019577,129.717316,0.191484,0.030770,2.000000,58.750000
5,0,-188.021103,11.833890,0.374589,0.314792,2.000000,58.750000
6,0,-149.354385,-105.411507,0.323133,0.044429,2.000000,58.750000
7,0,-49.651550,-178.532669,0.061935,0.151157,2.000000,58.750000
8,0,73.203453,-178.592667,0.279943,0.366155,2.000000,58.750000
9,0,173.521622,-105.565742,0.158656,0.291847,2.000000,58.750000
0,0,210.901520,12.209050,0.250543,0.249941,2.000000,59.000000
1,0,174.120956,129.679718,0.342972,0.310961,2.000000,59.000000
2,0,72.864235,201.922028,0.286110,0.351054,2.000000,59.000000
3,0,-49.680225,201.924988,0.019514,0.171897,2.000000,59.000000
4,0,-150.014877,129.745514,0.018812,0.112783,2.000000,59.000000
5,0,-187.967377,11.835005,0.214907,0.004459,2.000000,59.000000
6,0,-149.272659,-105.384636,0.326913,0.107486,2.000000,59.000000
7,0,-49.562366,-178.512390,0.356737,0.081127,2.000000,59.000000
8,0,73.235138,-178.511871,0.126731,0.323185,2.000000,59.000000
9,0,173.532028,-105.496277,0.041643,0.277859,2.000000,59.000000
0,0,210.984192,12.261207,0.330693,0.208625,2.000000,59.250000
1,0,174.155228,129.727051,0.137111,0.189337,2.000000,59.250000
2,0,72.960060,201.959991,0.383295,0.151829,2.000000,59.250000
3,0,-49.604839,202.011627,0.301542,0.346564,2.000000,59.250000
4,0,-149.995041,129.829453,0.079363,0.335767,2.000000,59.250000
5,0,-187.897476,11.880863,0.279606,0.183433,2.000000,59.250000
6,0,-149.187241,-105.375389,0.341682,0.036982,2.000000,59.250000
7,0,-49.522663,-178.456802,0.158809,0.222338,2.000000,59.250000
8,0,73.280457,-178.417740,0.181270,0.376521,2.000000,59.250000
9,0,173.580490,-105.487808,0.193843,0.033865,2.000000,59.250000
0,0,210.996826,12.315037,0.050515,0.215322,2.000000,59.500000
1,0,174.181915,129.767700,0.106770,0.162577,2.000000,59.500000
2,0,73.036034,202.035629,0.303906,0.302549,2.000000,59.500000
3,0,-49.570869,202.080826,0.135873,0.276768,2.000000,59.500000
4,0,-149.917831,129.907593,0.308841,0.312587,2.000000,59.500000
5,0,-187.865677,11.899506,0.127224,0.074568,2.000000,59.500000
6,0,-149.126114,-105.311279,0.244507,0.256437,2.000000,59.500000
7,0,-49.478394,-178.446594,0.177071,0.040809,2.000000,59.500000
8,0,73.306435,-178.317917,0.103910,0.399299,2.000000,59.500000
9,0,173.647507,-105.466476,0.268096,0.085327,2.000000,59.500000
0,0,211.006592,12.411662,0.039066,0.386500,2.000000,59.750000
1,0,174.263168,129.852325,0.325029,0.338479,2.000000,59.750000
2,0,73.125206,202.038345,0.356678,0.010869,2.000000,59.750000
3,0,-49.563435,202.158966,0.029738,0.312553,2.000000,59.750000
4,0,-149.895050,129.974472,0.091116,0.267493,2.000000,59.750000
5,0,-187.852722,11.983225,0.051845,0.334877,2.000000,59.750000
6,0,-149.044235,-105.283638,0.327533,0.110556,2.000000,59.750000
7,0,-49.405197,-178.424026,0.292789,0.090299,2.000000,59.750000
8,0,73.372589,-178.303665,0.264632,0.057032,2.000000,59.750000
9,0,173.665009,-105.404190,0.070021,0.249155,2.000000,59.750000
0,0,211.052765,12.433678,0.184681,0.088064,2.000000,60.000000
1,0,174.284103,129.895355,0.083711,0.172095,2.000000,60.000000
2,0,73.155876,202.070145,0.122683,0.127176,2.000000,60.000000
3,0,-49.504974,202.222000,0.233838,0.252107,2.000000,60.000000
4,0,-149.828644,130.031677,0.265603,0.228823,2.000000,60.000000
5,0,-187.800354,11.996072,0.209482,0.051388,2.000000,60.000000
6,0,-148.954605,-105.222282,0.358529,0.245420,2.000000,60.000000
7,0,-49.389076,-178.413971,0.064481,0.040239,2.000000,60.000000
8,0,73.430565,-178.248413,0.231897,0.220999,2.000000,60.000000
